drop_rate,replicate,major_category,category_label,feature,feature_label,effect_ratio,relative_to_full
0.2,45,カッパ,Kappa,hydrology,Water setting,4.067404546350287,1.2049052929721917
0.2,45,ユウレイ,Yurei,death_ritual,Death ritual,5.565400289599947,1.1960341309775488
0.2,45,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4197685326036529,1.0614170205986828
0.2,45,カッパ,Kappa,livelihood,Livelihood,1.5032799080044448,1.0223637322916395
0.2,46,カッパ,Kappa,hydrology,Water setting,3.470373591964682,1.0280441647490484
0.2,46,ユウレイ,Yurei,death_ritual,Death ritual,4.879612490246428,1.048654684405207
0.2,46,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1284385489562014,0.8436191217488818
0.2,46,カッパ,Kappa,livelihood,Livelihood,1.6302679330744312,1.1087268577319562
0.2,47,カッパ,Kappa,hydrology,Water setting,3.487838984240231,1.0332180153844683
0.2,47,ユウレイ,Yurei,death_ritual,Death ritual,5.132866213906744,1.1030802569666132
0.2,47,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.512251896830927,1.1305574576902406
0.2,47,カッパ,Kappa,livelihood,Livelihood,1.4952251108106207,1.0168857554504125
0.2,48,カッパ,Kappa,hydrology,Water setting,2.7878530743092695,0.8258580839415596
0.2,48,ユウレイ,Yurei,death_ritual,Death ritual,2.6398370177341355,0.5673150194296207
0.2,48,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.6528037584174542,1.2356338379162397
0.2,48,カッパ,Kappa,livelihood,Livelihood,1.4737030533205373,1.0022488465786872
0.2,49,カッパ,Kappa,hydrology,Water setting,3.4748115674566264,1.029358845917196
0.2,49,ユウレイ,Yurei,death_ritual,Death ritual,4.884564565580726,1.0497189117403118
0.2,49,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2569287446435888,0.939678216982204
0.2,49,カッパ,Kappa,livelihood,Livelihood,1.6356062451030315,1.11235738361116
0.2,50,カッパ,Kappa,hydrology,Water setting,4.162906793960428,1.2331963474578966
0.2,50,ユウレイ,Yurei,death_ritual,Death ritual,4.989548064156691,1.0722804241118347
0.2,50,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2807995974485575,0.9575240340161506
0.2,50,カッパ,Kappa,livelihood,Livelihood,1.5771286822317505,1.072587451801345
0.2,51,カッパ,Kappa,hydrology,Water setting,3.482161444359736,1.0315361325584271
0.2,51,ユウレイ,Yurei,death_ritual,Death ritual,4.968134030207247,1.0676784342903105
0.2,51,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.355988491677473,1.0137351488999342
0.2,51,カッパ,Kappa,livelihood,Livelihood,1.6302679330744312,1.1087268577319562
0.2,52,カッパ,Kappa,hydrology,Water setting,3.973853351296378,1.1771922074406644
0.2,52,ユウレイ,Yurei,death_ritual,Death ritual,4.8844610455157085,1.0496966647275976
0.2,52,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3438873405208802,1.0046883447825827
0.2,52,カッパ,Kappa,livelihood,Livelihood,1.5702205292313145,1.0678892947600904
0.2,53,カッパ,Kappa,hydrology,Water setting,3.9699814904879993,1.1760452289366814
0.2,53,ユウレイ,Yurei,death_ritual,Death ritual,5.00420429226626,1.0754301255058556
0.2,53,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0395598104655854,0.7771734979468964
0.2,53,カッパ,Kappa,livelihood,Livelihood,1.6798551223750888,1.1424505466187251
0.2,54,カッパ,Kappa,hydrology,Water setting,3.8331259083055804,1.1355038926950352
0.2,54,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.2,54,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.7774950910947174,1.3288529083389864
0.2,54,カッパ,Kappa,livelihood,Livelihood,1.4736961652140725,1.0022441620550688
0.2,55,カッパ,Kappa,hydrology,Water setting,3.6169243449581256,1.071457544450683
0.2,55,ユウレイ,Yurei,death_ritual,Death ritual,4.897164065196517,1.0524266112389236
0.2,55,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1803087466913162,0.8823972109046581
0.2,55,カッパ,Kappa,livelihood,Livelihood,1.5428568652865338,1.049279575139147
0.2,56,カッパ,Kappa,hydrology,Water setting,2.8424502544798833,0.8420316488327031
0.2,56,ユウレイ,Yurei,death_ritual,Death ritual,4.8524465446881635,1.042816578177937
0.2,56,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4963603007558544,1.1186769221161577
0.2,56,カッパ,Kappa,livelihood,Livelihood,1.4916225560107474,1.0144356985106688
0.2,57,カッパ,Kappa,hydrology,Water setting,3.678593904075628,1.0897261915324237
0.2,57,ユウレイ,Yurei,death_ritual,Death ritual,4.8524465446881635,1.042816578177937
0.2,57,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1075297640561168,0.8279877426449317
0.2,57,カッパ,Kappa,livelihood,Livelihood,1.6356062451030315,1.11235738361116
0.2,58,カッパ,Kappa,hydrology,Water setting,3.736702002464217,1.1069398113027473
0.2,58,ユウレイ,Yurei,death_ritual,Death ritual,2.7766229706837793,0.5967110484397502
0.2,58,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3912199543916246,1.0400741424236255
0.2,58,カッパ,Kappa,livelihood,Livelihood,1.499587709085897,1.0198527093965484
0.2,59,カッパ,Kappa,hydrology,Water setting,3.3784643395749456,1.000817479177071
0.2,59,ユウレイ,Yurei,death_ritual,Death ritual,2.1398128151133324,0.45985715808461
0.2,59,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4987227457244456,1.120443082755943
0.2,59,カッパ,Kappa,livelihood,Livelihood,1.5390444732000526,1.046686810224416
0.2,60,カッパ,Kappa,hydrology,Water setting,3.3757047712165367,1.0
0.2,60,ユウレイ,Yurei,death_ritual,Death ritual,4.975305696915636,1.0692196636202578
0.2,60,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.521900263936577,1.137770563792924
0.2,60,カッパ,Kappa,livelihood,Livelihood,1.5229701758448138,1.0357548616561132
0.2,61,カッパ,Kappa,hydrology,Water setting,3.7904637420181073,1.1228658899137378
0.2,61,ユウレイ,Yurei,death_ritual,Death ritual,2.288369570372412,0.4917827951334249
0.2,61,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.167555508858881,0.8728629076768876
0.2,61,カッパ,Kappa,livelihood,Livelihood,1.5505655138555634,1.054522140199715
0.2,62,カッパ,Kappa,hydrology,Water setting,2.81874358197897,0.8350089160679626
0.2,62,ユウレイ,Yurei,death_ritual,Death ritual,2.9525648517335963,0.6345218947138642
0.2,62,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3781467908525287,1.0303006631734413
0.2,62,カッパ,Kappa,livelihood,Livelihood,1.5206692802915374,1.0341900485079194
0.2,63,カッパ,Kappa,hydrology,Water setting,3.8301950626631673,1.134635675288287
0.2,63,ユウレイ,Yurei,death_ritual,Death ritual,2.7150730780375927,0.5834836490556647
0.2,63,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.327816987963149,0.9926741711056123
0.2,63,カッパ,Kappa,livelihood,Livelihood,1.647029544444784,1.1201262408199428
0.2,64,カッパ,Kappa,hydrology,Water setting,3.5383102168452942,1.048169332524348
0.2,64,ユウレイ,Yurei,death_ritual,Death ritual,2.353568424112252,0.5057943756695426
0.2,64,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.242954139991866,0.9292308215843958
0.2,64,カッパ,Kappa,livelihood,Livelihood,1.7945723967543465,1.2204684727336235
0.2,65,カッパ,Kappa,hydrology,Water setting,3.5662473957869714,1.056445286979811
0.2,65,ユウレイ,Yurei,death_ritual,Death ritual,4.773179482082888,1.0257816647117113
0.2,65,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2820910694484202,0.9584895367236708
0.2,65,カッパ,Kappa,livelihood,Livelihood,0.8682156384102354,0.5904636759879002
0.2,66,カッパ,Kappa,hydrology,Water setting,3.5706634200878113,1.0577534654492358
0.2,66,ユウレイ,Yurei,death_ritual,Death ritual,2.3067468383424807,0.4957321677899428
0.2,66,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.474008971442631,1.101967098774352
0.2,66,カッパ,Kappa,livelihood,Livelihood,1.5197351024516808,1.0335547246817347
0.2,67,カッパ,Kappa,hydrology,Water setting,3.7618229898203595,1.1143815128313705
0.2,67,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.2,67,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2752251406352653,0.9533565776974997
0.2,67,カッパ,Kappa,livelihood,Livelihood,1.5057572271346544,1.0240485291272474
0.2,68,カッパ,Kappa,hydrology,Water setting,3.5369253047191545,1.0477590738613427
0.2,68,ユウレイ,Yurei,death_ritual,Death ritual,5.326660528106118,1.1447276861021194
0.2,68,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.5253476347237716,1.1403478134965308
0.2,68,カッパ,Kappa,livelihood,Livelihood,0.8846570702466212,0.6016453085813801
0.2,69,カッパ,Kappa,hydrology,Water setting,3.535327585499468,1.0472857744089412
0.2,69,ユウレイ,Yurei,death_ritual,Death ritual,5.117786199992836,1.0998394817486377
0.2,69,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4450541724861476,1.0803205305241992
0.2,69,カッパ,Kappa,livelihood,Livelihood,1.5229701758448138,1.0357548616561132
0.2,70,カッパ,Kappa,hydrology,Water setting,2.784132487558627,0.8247559180227959
0.2,70,ユウレイ,Yurei,death_ritual,Death ritual,2.7772928943028785,0.5968550185895861
0.2,70,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4323202376758002,1.070800658209442
0.2,70,カッパ,Kappa,livelihood,Livelihood,1.5466082274262696,1.051830834274546
0.2,71,カッパ,Kappa,hydrology,Water setting,3.5954798823830036,1.0651049561680905
0.2,71,ユウレイ,Yurei,death_ritual,Death ritual,5.326660528106118,1.1447276861021194
0.2,71,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4162409739389858,1.0587798225471303
0.2,71,カッパ,Kappa,livelihood,Livelihood,1.546336946759204,1.0516463393486157
0.2,72,カッパ,Kappa,hydrology,Water setting,3.535075408182542,1.047211070803615
0.2,72,ユウレイ,Yurei,death_ritual,Death ritual,4.850519049381756,1.0424023491820336
0.2,72,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4362035659791779,1.0737038291581733
0.2,72,カッパ,Kappa,livelihood,Livelihood,1.5633221437214655,1.063197780479162
0.2,73,カッパ,Kappa,hydrology,Water setting,3.9525457471622993,1.1708801613412065
0.2,73,ユウレイ,Yurei,death_ritual,Death ritual,2.755778867174638,0.5922315397019603
0.2,73,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.107216832459517,0.8277537954096701
0.2,73,カッパ,Kappa,livelihood,Livelihood,0.831868976862341,0.5657447208827432
0.2,74,カッパ,Kappa,hydrology,Water setting,2.799342737974188,0.8292617179805569
0.2,74,ユウレイ,Yurei,death_ritual,Death ritual,4.987286179383065,1.0717943330404252
0.2,74,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.6234098974694595,1.2136590275194366
0.2,74,カッパ,Kappa,livelihood,Livelihood,0.86470148974691,0.5880737430658043
0.2,75,カッパ,Kappa,hydrology,Water setting,3.4487829564867654,1.0216482750189948
0.2,75,ユウレイ,Yurei,death_ritual,Death ritual,2.3067468383424807,0.4957321677899428
0.2,75,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.40703012476838,1.0518938042565857
0.2,75,カッパ,Kappa,livelihood,Livelihood,1.4984982206834587,1.0191117606061906
0.2,76,カッパ,Kappa,hydrology,Water setting,3.5443239431778006,1.049950805354491
0.2,76,ユウレイ,Yurei,death_ritual,Death ritual,4.876251825282225,1.0479324596251711
0.2,76,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.349652438758755,1.0089983243705103
0.2,76,カッパ,Kappa,livelihood,Livelihood,0.726227593091142,0.4938992057383626
0.2,77,カッパ,Kappa,hydrology,Water setting,3.527164820989233,1.044867682465642
0.2,77,ユウレイ,Yurei,death_ritual,Death ritual,5.002776930877443,1.0751233779496276
0.2,77,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2849741985223406,0.9606449600911898
0.2,77,カッパ,Kappa,livelihood,Livelihood,1.5265720204203863,1.0382044355803102
0.2,78,カッパ,Kappa,hydrology,Water setting,2.892610669437721,0.8568908910820664
0.2,78,ユウレイ,Yurei,death_ritual,Death ritual,5.008612575124017,1.0763774889446964
0.2,78,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1028092680141706,0.824458706235453
0.2,78,カッパ,Kappa,livelihood,Livelihood,0.7776660880395078,0.5288819467427879
0.2,79,カッパ,Kappa,hydrology,Water setting,3.4474799818330073,1.021262289056932
0.2,79,ユウレイ,Yurei,death_ritual,Death ritual,4.8696817443259315,1.0465205142738732
0.2,79,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0945499950159188,0.8182840849948773
0.2,79,カッパ,Kappa,livelihood,Livelihood,1.7654210772535057,1.2006429887053904
0.2,80,カッパ,Kappa,hydrology,Water setting,3.490031969718003,1.0338676532012796
0.2,80,ユウレイ,Yurei,death_ritual,Death ritual,2.796740445853663,0.6010344008816648
0.2,80,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3962939420230338,1.0438674486637691
0.2,80,カッパ,Kappa,livelihood,Livelihood,1.6488228373164078,1.1213458391020479
0.2,81,カッパ,Kappa,hydrology,Water setting,3.5706634200878113,1.0577534654492358
0.2,81,ユウレイ,Yurei,death_ritual,Death ritual,5.384620726598418,1.1571836411148373
0.2,81,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3568581489862164,1.0143853035190789
0.2,81,カッパ,Kappa,livelihood,Livelihood,1.7446002280796946,1.1864829637110592
0.2,82,カッパ,Kappa,hydrology,Water setting,3.9449308451745573,1.1686243651434254
0.2,82,ユウレイ,Yurei,death_ritual,Death ritual,5.113191989368014,1.0988521614434916
0.2,82,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2670602985146369,0.9472525528523771
0.2,82,カッパ,Kappa,livelihood,Livelihood,1.4673660264460744,0.9979391059824673
0.2,83,カッパ,Kappa,hydrology,Water setting,3.4973936218684005,1.0360484280762532
0.2,83,ユウレイ,Yurei,death_ritual,Death ritual,2.2865492714617646,0.4913916032132707
0.2,83,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.60175764814309,1.1974718354233354
0.2,83,カッパ,Kappa,livelihood,Livelihood,0.8752968308333716,0.5952795151913942
0.2,84,カッパ,Kappa,hydrology,Water setting,3.7904637420181073,1.1228658899137378
0.2,84,ユウレイ,Yurei,death_ritual,Death ritual,4.768038596642579,1.0246768610803272
0.2,84,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2691898944170317,0.9488446358475212
0.2,84,カッパ,Kappa,livelihood,Livelihood,1.7626001872159707,1.1987245331657386
0.2,85,カッパ,Kappa,hydrology,Water setting,3.4980855616991673,1.0362534044819705
0.2,85,ユウレイ,Yurei,death_ritual,Death ritual,4.836284621396655,1.039343294878799
0.2,85,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4406478572434966,1.0770263752522151
0.2,85,カッパ,Kappa,livelihood,Livelihood,1.5013360448812874,1.0210417328775094
0.2,86,カッパ,Kappa,hydrology,Water setting,2.7067288236782288,0.801826287286011
0.2,86,ユウレイ,Yurei,death_ritual,Death ritual,4.966813010458,1.0673945401181792
0.2,86,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4075049928797003,1.0522488150096208
0.2,86,カッパ,Kappa,livelihood,Livelihood,1.49781187502587,1.0186449846555519
0.2,87,カッパ,Kappa,hydrology,Water setting,3.505791395745149,1.0385361378867655
0.2,87,ユウレイ,Yurei,death_ritual,Death ritual,4.868824091604449,1.0463362001411889
0.2,87,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0639356109510967,0.7953968131788463
0.2,87,カッパ,Kappa,livelihood,Livelihood,1.4961710677880118,1.0175290901353526
0.2,88,カッパ,Kappa,hydrology,Water setting,3.564367341750442,1.0558883502320955
0.2,88,ユウレイ,Yurei,death_ritual,Death ritual,5.119334456301025,1.100172210266217
0.2,88,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2372337648535816,0.9249542769247886
0.2,88,カッパ,Kappa,livelihood,Livelihood,1.640500016546313,1.115685582445652
0.2,89,カッパ,Kappa,hydrology,Water setting,3.449533636268279,1.0218706522209098
0.2,89,ユウレイ,Yurei,death_ritual,Death ritual,4.871569193761941,1.0469261371991783
0.2,89,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4906842269075107,1.1144334970405514
0.2,89,カッパ,Kappa,livelihood,Livelihood,1.5855023211719403,1.0782822693228
0.2,90,カッパ,Kappa,hydrology,Water setting,3.943152152441108,1.1680974551041898
0.2,90,ユウレイ,Yurei,death_ritual,Death ritual,4.866431464190006,1.0458220117806978
0.2,90,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0344773728033771,0.7733738744752402
0.2,90,カッパ,Kappa,livelihood,Livelihood,1.7440253527736478,1.1860919974908877
0.2,91,カッパ,Kappa,hydrology,Water setting,3.678593904075628,1.0897261915324237
0.2,91,ユウレイ,Yurei,death_ritual,Death ritual,5.277457127990914,1.1341536136480859
0.2,91,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2813863479737193,0.9579626879093383
0.2,91,カッパ,Kappa,livelihood,Livelihood,1.4707441597509658,1.000236536391387
0.2,92,カッパ,Kappa,hydrology,Water setting,3.4749715480308327,1.0294062376724142
0.2,92,ユウレイ,Yurei,death_ritual,Death ritual,2.755778867174638,0.5922315397019603
0.2,92,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1023263108291907,0.8240976481019713
0.2,92,カッパ,Kappa,livelihood,Livelihood,1.4989043169449088,1.019387942099281
0.2,93,カッパ,Kappa,hydrology,Water setting,3.9027844293999654,1.1561391454245804
0.2,93,ユウレイ,Yurei,death_ritual,Death ritual,2.759095517576312,0.5929443055183445
0.2,93,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,0.9679603030319682,0.7236458037408868
0.2,93,カッパ,Kappa,livelihood,Livelihood,1.490483024008916,1.0136607156320612
0.2,94,カッパ,Kappa,hydrology,Water setting,3.4433808556062213,1.0200479867098375
0.2,94,ユウレイ,Yurei,death_ritual,Death ritual,5.326660528106118,1.1447276861021194
0.2,94,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4887057509599526,1.1129543911177484
0.2,94,カッパ,Kappa,livelihood,Livelihood,1.5057572271346544,1.0240485291272474
0.2,95,カッパ,Kappa,hydrology,Water setting,3.5375050982580736,1.047930828673512
0.2,95,ユウレイ,Yurei,death_ritual,Death ritual,4.89770386549747,1.0525426171954149
0.2,95,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.452146538531895,1.0856227737169448
0.2,95,カッパ,Kappa,livelihood,Livelihood,1.4904362235294186,1.0136288871531218
0.2,96,カッパ,Kappa,hydrology,Water setting,3.9398851946841758,1.1671296697146651
0.2,96,ユウレイ,Yurei,death_ritual,Death ritual,5.12818445438854,1.1020741219385068
0.2,96,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3242786786963938,0.990028935918586
0.2,96,カッパ,Kappa,livelihood,Livelihood,1.4826985077855146,1.0083665538343385
0.2,97,カッパ,Kappa,hydrology,Water setting,3.4559537968505563,1.0237725248719245
0.2,97,ユウレイ,Yurei,death_ritual,Death ritual,5.277457127990914,1.1341536136480859
0.2,97,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3592094731961741,1.0161431502948612
0.2,97,カッパ,Kappa,livelihood,Livelihood,1.5234749015311866,1.0360981199101191
0.2,98,カッパ,Kappa,hydrology,Water setting,3.4512030854013154,1.022365200543758
0.2,98,ユウレイ,Yurei,death_ritual,Death ritual,5.002776930877443,1.0751233779496276
0.2,98,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.451824434283687,1.0853819690198383
0.2,98,カッパ,Kappa,livelihood,Livelihood,1.5815364539980348,1.0755851277298751
0.2,99,カッパ,Kappa,hydrology,Water setting,3.530485429332959,1.0458513610065026
0.2,99,ユウレイ,Yurei,death_ritual,Death ritual,2.819601263559931,0.6059473122296315
0.2,99,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2667138196579757,0.9469935257312002
0.2,99,カッパ,Kappa,livelihood,Livelihood,1.500203724652064,1.0202716546442185
0.2,100,カッパ,Kappa,hydrology,Water setting,3.9925770177189808,1.1827388022087417
0.2,100,ユウレイ,Yurei,death_ritual,Death ritual,5.246394626608979,1.1274781168440633
0.2,100,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.0929340114734938,0.817075977900271
0.2,100,カッパ,Kappa,livelihood,Livelihood,0.916960421368608,0.6236144538102566
0.3,1,カッパ,Kappa,hydrology,Water setting,3.7852846912362903,1.1213316767248427
0.3,1,ユウレイ,Yurei,death_ritual,Death ritual,2.2934135620060827,0.49286677577027305
0.3,1,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.372353476502509,1.0259695892585172
0.3,1,カッパ,Kappa,livelihood,Livelihood,0.9059182457012906,0.61610479451943
0.3,2,カッパ,Kappa,hydrology,Water setting,1.300876484310228,0.385364412019188
0.3,2,ユウレイ,Yurei,death_ritual,Death ritual,5.1538974771357715,1.107599987323924
0.3,2,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.21317577358016,0.9069685554267951
0.3,2,カッパ,Kappa,livelihood,Livelihood,1.5024755275285222,1.0218166821906118
0.3,3,カッパ,Kappa,hydrology,Water setting,4.817167258256071,1.427010827288685
0.3,3,ユウレイ,Yurei,death_ritual,Death ritual,5.1187084674793555,1.1000376819380884
0.3,3,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2012835066187153,0.8980779128491401
0.3,3,カッパ,Kappa,livelihood,Livelihood,1.5052251901757103,1.0236866967844036
0.3,4,カッパ,Kappa,hydrology,Water setting,3.5324774412904407,1.0464414635458201
0.3,4,ユウレイ,Yurei,death_ritual,Death ritual,5.459664209768709,1.1733108848904255
0.3,4,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1292230605892366,0.8442056215768743
0.3,4,カッパ,Kappa,livelihood,Livelihood,0.9233905893718768,0.6279875386390233
0.3,5,カッパ,Kappa,hydrology,Water setting,3.9629586985186696,1.1739648361164292
0.3,5,ユウレイ,Yurei,death_ritual,Death ritual,4.9527224603809366,1.0643664059428335
0.3,5,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2853900410609935,0.9609558434065184
0.3,5,カッパ,Kappa,livelihood,Livelihood,1.5806211163923944,1.0749626169347621
0.3,6,カッパ,Kappa,hydrology,Water setting,3.551690832349361,1.0521331316154767
0.3,6,ユウレイ,Yurei,death_ritual,Death ritual,5.4602051906951,1.1734271445696043
0.3,6,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.4924459759564577,1.115750578229234
0.3,6,カッパ,Kappa,livelihood,Livelihood,1.7152444532293702,1.1665184319026545
0.3,7,カッパ,Kappa,hydrology,Water setting,3.576236539878419,1.0594044154488116
0.3,7,ユウレイ,Yurei,death_ritual,Death ritual,5.1396624705634775,1.1045408086792234
0.3,7,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.3253919866661381,0.9908612434399309
0.3,7,カッパ,Kappa,livelihood,Livelihood,1.4926571890878533,1.0151393408121658
0.3,8,カッパ,Kappa,hydrology,Water setting,3.4613724488235933,1.0253777161846365
0.3,8,ユウレイ,Yurei,death_ritual,Death ritual,5.404269309319601,1.1614062260749498
0.3,8,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.282375583956571,0.958702239382325
0.3,8,カッパ,Kappa,livelihood,Livelihood,1.7965340202703592,1.221802550790879
0.3,9,カッパ,Kappa,hydrology,Water setting,4.166000228622359,1.2341127293311895
0.3,9,ユウレイ,Yurei,death_ritual,Death ritual,4.9782641371351914,1.0698554481627744
0.3,9,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.323949381303559,0.9897827536363567
0.3,9,カッパ,Kappa,livelihood,Livelihood,1.602431651412325,1.0897957161250877
0.3,10,カッパ,Kappa,hydrology,Water setting,3.616673434063142,1.0713832160031473
0.3,10,ユウレイ,Yurei,death_ritual,Death ritual,2.6810942530790003,0.5761814187997509
0.3,10,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.5486401751941827,1.1577612850170889
0.3,10,カッパ,Kappa,livelihood,Livelihood,0.8982803379538795,0.610910339494811
0.3,11,カッパ,Kappa,hydrology,Water setting,3.9584576644715885,1.172631474832747
0.3,11,ユウレイ,Yurei,death_ritual,Death ritual,5.41715966304278,1.1641764316686256
0.3,11,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.349086909823182,1.0085755357087856
0.3,11,カッパ,Kappa,livelihood,Livelihood,1.8044273178061745,1.2271706935338476
0.3,12,カッパ,Kappa,hydrology,Water setting,3.8888265891206553,1.152004352477542
0.3,12,ユウレイ,Yurei,death_ritual,Death ritual,4.9782641371351914,1.0698554481627744
0.3,12,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.1337963980283972,0.8476246424154079
0.3,12,カッパ,Kappa,livelihood,Livelihood,1.7336798428840128,1.1790561327481281
0.3,13,カッパ,Kappa,hydrology,Water setting,2.8539933513203026,0.8454511116183244
0.3,13,ユウレイ,Yurei,death_ritual,Death ritual,2.4469575366387377,0.525864192795205
0.3,13,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.243463494111325,0.9296116140301295
0.3,13,カッパ,Kappa,livelihood,Livelihood,0.81057693669092,0.5512642441984947
0.3,14,カッパ,Kappa,hydrology,Water setting,4.021733844856338,1.1913760584599302
0.3,14,ユウレイ,Yurei,death_ritual,Death ritual,5.2444963316214075,1.1270701631520275
0.3,14,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.2218170795690302,0.913428784010653
0.3,14,カッパ,Kappa,livelihood,Livelihood,1.7270892802953648,1.1745739653685507
0.3,15,カッパ,Kappa,hydrology,Water setting,3.7960742948751247,1.1245279288766403
0.3,15,ユウレイ,Yurei,death_ritual,Death ritual,4.990172227109346,1.0724145600509982
0.3,15,ヘビ・リュウ,Snake/Dragon,strict_boundary_interface,Strict interface,1.163634876218546,0.8699318480566728
0.3,15,カッパ,Kappa,livelihood,Livelihood,1.4840090671305666,1.0092578504825958
0.3,16,カッパ,Kappa,hydrology,Water setting,2.891317449421063,0.8565077947794261
0.3,16,ユウレイ,Yurei,death_ritual,Death ritual,4.9782641371351914,1.0698554481627744
